producto,presentacion,marca,categoria,catalogo,precio,fecha_registro,cadena_comercial,giro,nombre_comercial,direccion,estado,municipio,latitud,longitud
Aceite,Botella 1 Lt. Vegetal,1_2_3,Aceites y Grasas Veg. Comestibles,Basicos,47.9,13/05/2026,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Cimatario,Ctra. a Huimilpan 1001. Int. del Centro Comercial Plaza del Sol. Col. Plazas del Sol. Iii Sección. Cp. 76099,Querétaro,Santiago de Querétaro,20.563227,-100.375284
Aceite,Botella 1 Lt. Vegetal,1_2_3,Aceites y Grasas Veg. Comestibles,Basicos,48,07/05/2026,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal Queretaro Estadio,Luis M. Vega y Monroy 1300. Esq.cimataRío . Col. CimataRío. Cp. 76090,Querétaro,Santiago de Querétaro,20.577804,-100.373626
Aceite,Botella 1 Lt. Vegetal,1_2_3,Aceites y Grasas Veg. Comestibles,Basicos,48,07/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Unidad Plaza de Toros,Autopista Querétaro Celaya 5501. Int. del Centro Comercial Plaza Esfera. Col. el Jacal. Cp. 76187,Querétaro,Santiago de Querétaro,20.574076,-100.408704
Aceite,Botella 1 Lt. Vegetal,1_2_3,Aceites y Grasas Veg. Comestibles,Basicos,48,12/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Unidad Plaza de Toros,Autopista Querétaro Celaya 5501. Int. del Centro Comercial Plaza Esfera. Col. el Jacal. Cp. 76187,Querétaro,Santiago de Querétaro,20.574076,-100.408704
Aceite,Botella 1 Lt. Vegetal,1_2_3,Aceites y Grasas Veg. Comestibles,Basicos,48,13/05/2026,Chedraui,Supermercado / Tienda de Autoservicio,Chedraui Sucursal Anfora,Anfora 71. Esq. Eje 1 Norte. Col. Madero. Cp. 15320,Ciudad de México,Venustiano Carranza,19.437353,-99.110088
Aceite,Botella 1 Lt. Vegetal,1_2_3,Aceites y Grasas Veg. Comestibles,Basicos,48,14/05/2026,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal Queretaro Estadio,Luis M. Vega y Monroy 1300. Esq.cimataRío . Col. CimataRío. Cp. 76090,Querétaro,Santiago de Querétaro,20.577804,-100.373626
Aceite,Botella 750 Ml. Canola,Capullo,Aceites y Grasas Veg. Comestibles,Basicos,45,08/05/2026,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Centro Constituyentes,Constituyentes Oriente 334. Entre Pasteur y Manuel Ponce. Col. MercuRío. Cp. 76040,Querétaro,Santiago de Querétaro,20.586349,-100.382801
Aceite,Botella 750 Ml. Canola,Capullo,Aceites y Grasas Veg. Comestibles,Basicos,45,13/05/2026,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal la Viga,Calz. de la Viga 136 Esq. del Taller. Col. Lorenzo Boturini. Cp. 15820,Ciudad de México,Venustiano Carranza,19.414749,-99.127874
Aceite,Botella 750 Ml. Canola,Capullo,Aceites y Grasas Veg. Comestibles,Basicos,45,15/05/2026,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Centro Constituyentes,Constituyentes Oriente 334. Entre Pasteur y Manuel Ponce. Col. MercuRío. Cp. 76040,Querétaro,Santiago de Querétaro,20.586349,-100.382801
Aceite,Botella 750 Ml. Canola,Capullo,Aceites y Grasas Veg. Comestibles,Basicos,46,07/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Balbuena,Fray Servando Teresa de Mier 881. Entre Fernando Iglesia Calderon y Genaro Garcia. Col. Jardín Balbuena. Cp. 15900,Ciudad de México,Venustiano Carranza,19.418067,-99.105639
Aceite,Botella 750 Ml. Canola,Capullo,Aceites y Grasas Veg. Comestibles,Basicos,46,07/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Unidad Plaza de Toros,Autopista Querétaro Celaya 5501. Int. del Centro Comercial Plaza Esfera. Col. el Jacal. Cp. 76187,Querétaro,Santiago de Querétaro,20.574076,-100.408704
Aceite,Botella 750 Ml. Canola,Capullo,Aceites y Grasas Veg. Comestibles,Basicos,46,12/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Unidad Plaza de Toros,Autopista Querétaro Celaya 5501. Int. del Centro Comercial Plaza Esfera. Col. el Jacal. Cp. 76187,Querétaro,Santiago de Querétaro,20.574076,-100.408704
Aceite,Botella 750 Ml. Canola,Capullo,Aceites y Grasas Veg. Comestibles,Basicos,46,13/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Aeropuerto,Calz. Ignacio Zaragoza 58. Esq. Blvd. Puerto Aereo. Col. Federal. Cp. 15700,Ciudad de México,Venustiano Carranza,19.41926,-99.094521
Aceite,Botella 750 Ml. Canola,Capullo,Aceites y Grasas Veg. Comestibles,Basicos,46,13/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Balbuena,Fray Servando Teresa de Mier 881. Entre Fernando Iglesia Calderon y Genaro Garcia. Col. Jardín Balbuena. Cp. 15900,Ciudad de México,Venustiano Carranza,19.418067,-99.105639
Aceite,Botella 765 Ml. Maíz,Mazola,Aceites y Grasas Veg. Comestibles,Basicos,58,07/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Balbuena,Fray Servando Teresa de Mier 881. Entre Fernando Iglesia Calderon y Genaro Garcia. Col. Jardín Balbuena. Cp. 15900,Ciudad de México,Venustiano Carranza,19.418067,-99.105639
Aceite,Botella 765 Ml. Maíz,Mazola,Aceites y Grasas Veg. Comestibles,Basicos,58,13/05/2026,Chedraui,Supermercado / Tienda de Autoservicio,Chedraui Sucursal Anfora,Anfora 71. Esq. Eje 1 Norte. Col. Madero. Cp. 15320,Ciudad de México,Venustiano Carranza,19.437353,-99.110088
Aceite,Botella 765 Ml. Maíz,Mazola,Aceites y Grasas Veg. Comestibles,Basicos,58,13/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Aeropuerto,Calz. Ignacio Zaragoza 58. Esq. Blvd. Puerto Aereo. Col. Federal. Cp. 15700,Ciudad de México,Venustiano Carranza,19.41926,-99.094521
Aceite,Botella 765 Ml. Maíz,Mazola,Aceites y Grasas Veg. Comestibles,Basicos,58,13/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Balbuena,Fray Servando Teresa de Mier 881. Entre Fernando Iglesia Calderon y Genaro Garcia. Col. Jardín Balbuena. Cp. 15900,Ciudad de México,Venustiano Carranza,19.418067,-99.105639
Aceite,Botella 765 Ml. Maíz,Mazola,Aceites y Grasas Veg. Comestibles,Basicos,65,07/05/2026,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal Queretaro Estadio,Luis M. Vega y Monroy 1300. Esq.cimataRío . Col. CimataRío. Cp. 76090,Querétaro,Santiago de Querétaro,20.577804,-100.373626
Aceite,Botella 765 Ml. Maíz,Mazola,Aceites y Grasas Veg. Comestibles,Basicos,65,13/05/2026,Chedraui,Supermercado / Tienda de Autoservicio,Chedraui Sucursal Centro Sur,Blvd. Bernardo Quintana 502. Carr. con Direccion a Centro Civico. Col. Centro Sur. Cp. 76087,Querétaro,Santiago de Querétaro,20.569354,-100.358831
Aceite,Botella 765 Ml. Maíz,Mazola,Aceites y Grasas Veg. Comestibles,Basicos,65,14/05/2026,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal Queretaro Estadio,Luis M. Vega y Monroy 1300. Esq.cimataRío . Col. CimataRío. Cp. 76090,Querétaro,Santiago de Querétaro,20.577804,-100.373626
Aceite,Botella 800 Ml. Vegetal,Aurrera,Aceites y Grasas Veg. Comestibles,Basicos,30,12/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Unidad Plaza de Toros,Autopista Querétaro Celaya 5501. Int. del Centro Comercial Plaza Esfera. Col. el Jacal. Cp. 76187,Querétaro,Santiago de Querétaro,20.574076,-100.408704
Aceite,Botella 800 Ml. Vegetal,Aurrera,Aceites y Grasas Veg. Comestibles,Basicos,30,13/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Aeropuerto,Calz. Ignacio Zaragoza 58. Esq. Blvd. Puerto Aereo. Col. Federal. Cp. 15700,Ciudad de México,Venustiano Carranza,19.41926,-99.094521
Aceite,Botella 800 Ml. Vegetal,Aurrera,Aceites y Grasas Veg. Comestibles,Basicos,30,15/05/2026,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Centro Constituyentes,Constituyentes Oriente 334. Entre Pasteur y Manuel Ponce. Col. MercuRío. Cp. 76040,Querétaro,Santiago de Querétaro,20.586349,-100.382801
Aceite,Botella 800 Ml. Vegetal,Aurrera,Aceites y Grasas Veg. Comestibles,Basicos,31,07/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Balbuena,Fray Servando Teresa de Mier 881. Entre Fernando Iglesia Calderon y Genaro Garcia. Col. Jardín Balbuena. Cp. 15900,Ciudad de México,Venustiano Carranza,19.418067,-99.105639
Aceite,Botella 800 Ml. Vegetal,Aurrera,Aceites y Grasas Veg. Comestibles,Basicos,31,07/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Unidad Plaza de Toros,Autopista Querétaro Celaya 5501. Int. del Centro Comercial Plaza Esfera. Col. el Jacal. Cp. 76187,Querétaro,Santiago de Querétaro,20.574076,-100.408704
Aceite,Botella 800 Ml. Vegetal,Aurrera,Aceites y Grasas Veg. Comestibles,Basicos,31,13/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Balbuena,Fray Servando Teresa de Mier 881. Entre Fernando Iglesia Calderon y Genaro Garcia. Col. Jardín Balbuena. Cp. 15900,Ciudad de México,Venustiano Carranza,19.418067,-99.105639
Aceite,Botella 800 Ml. Vegetal,Chedraui,Aceites y Grasas Veg. Comestibles,Basicos,28,13/05/2026,Chedraui,Supermercado / Tienda de Autoservicio,Chedraui Sucursal Anfora,Anfora 71. Esq. Eje 1 Norte. Col. Madero. Cp. 15320,Ciudad de México,Venustiano Carranza,19.437353,-99.110088
Aceite,Botella 800 Ml. Vegetal,Chedraui,Aceites y Grasas Veg. Comestibles,Basicos,29,06/05/2026,Chedraui,Supermercado / Tienda de Autoservicio,Chedraui Sucursal Centro Sur,Blvd. Bernardo Quintana 502. Carr. con Direccion a Centro Civico. Col. Centro Sur. Cp. 76087,Querétaro,Santiago de Querétaro,20.569354,-100.358831
Aceite,Botella 800 Ml. Vegetal,Chedraui,Aceites y Grasas Veg. Comestibles,Basicos,29,13/05/2026,Chedraui,Supermercado / Tienda de Autoservicio,Chedraui Sucursal Centro Sur,Blvd. Bernardo Quintana 502. Carr. con Direccion a Centro Civico. Col. Centro Sur. Cp. 76087,Querétaro,Santiago de Querétaro,20.569354,-100.358831
Aceite,Botella 800 Ml. Vegetal,Gran Tradición,Aceites y Grasas Veg. Comestibles,Basicos,29,13/05/2026,Chedraui,Supermercado / Tienda de Autoservicio,Chedraui Sucursal Anfora,Anfora 71. Esq. Eje 1 Norte. Col. Madero. Cp. 15320,Ciudad de México,Venustiano Carranza,19.437353,-99.110088
Aceite,Botella 800 Ml. Vegetal,Gran Tradición,Aceites y Grasas Veg. Comestibles,Basicos,30.5,13/05/2026,Chedraui,Supermercado / Tienda de Autoservicio,Chedraui Sucursal Centro Sur,Blvd. Bernardo Quintana 502. Carr. con Direccion a Centro Civico. Col. Centro Sur. Cp. 76087,Querétaro,Santiago de Querétaro,20.569354,-100.358831
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,63.5,13/05/2026,Chedraui,Supermercado / Tienda de Autoservicio,Chedraui Sucursal Anfora,Anfora 71. Esq. Eje 1 Norte. Col. Madero. Cp. 15320,Ciudad de México,Venustiano Carranza,19.437353,-99.110088
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,65,13/05/2026,Chedraui,Supermercado / Tienda de Autoservicio,Chedraui Sucursal Centro Sur,Blvd. Bernardo Quintana 502. Carr. con Direccion a Centro Civico. Col. Centro Sur. Cp. 76087,Querétaro,Santiago de Querétaro,20.569354,-100.358831
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,66,07/05/2026,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal Queretaro Estadio,Luis M. Vega y Monroy 1300. Esq.cimataRío . Col. CimataRío. Cp. 76090,Querétaro,Santiago de Querétaro,20.577804,-100.373626
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,66,14/05/2026,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal Queretaro Estadio,Luis M. Vega y Monroy 1300. Esq.cimataRío . Col. CimataRío. Cp. 76090,Querétaro,Santiago de Querétaro,20.577804,-100.373626
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,67,08/05/2026,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Centro Constituyentes,Constituyentes Oriente 334. Entre Pasteur y Manuel Ponce. Col. MercuRío. Cp. 76040,Querétaro,Santiago de Querétaro,20.586349,-100.382801
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,67,13/05/2026,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal la Viga,Calz. de la Viga 136 Esq. del Taller. Col. Lorenzo Boturini. Cp. 15820,Ciudad de México,Venustiano Carranza,19.414749,-99.127874
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,67,15/05/2026,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Centro Constituyentes,Constituyentes Oriente 334. Entre Pasteur y Manuel Ponce. Col. MercuRío. Cp. 76040,Querétaro,Santiago de Querétaro,20.586349,-100.382801
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,67.5,13/05/2026,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Cimatario,Ctra. a Huimilpan 1001. Int. del Centro Comercial Plaza del Sol. Col. Plazas del Sol. Iii Sección. Cp. 76099,Querétaro,Santiago de Querétaro,20.563227,-100.375284
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,67.5,13/05/2026,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Consulado (418),Río Consulado 2355. Esq. Carlos Marx. Col. Simon Bolivar. Cp. 15410,Ciudad de México,Venustiano Carranza,19.449572,-99.100376
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,68,01/05/2026,Superissste,Supermercado / Tienda de Autoservicio,Superissste Sucursal 011,Calle Peluqueros No. 310 Esquina Calle Tizayuca. Col. Michoacána. Cp. 15240,Ciudad de México,Venustiano Carranza,19.446139,-99.113372
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,68,01/05/2026,Superissste,Supermercado / Tienda de Autoservicio,Superissste Sucursal 022,Av. del Taller y Retorno No. 38 Dentro del Retorno 38. Col. Jardín Balbuena. Cp. 15900,Ciudad de México,Venustiano Carranza,19.412842,-99.105666
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,68,07/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Balbuena,Fray Servando Teresa de Mier 881. Entre Fernando Iglesia Calderon y Genaro Garcia. Col. Jardín Balbuena. Cp. 15900,Ciudad de México,Venustiano Carranza,19.418067,-99.105639
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,68,07/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Unidad Plaza de Toros,Autopista Querétaro Celaya 5501. Int. del Centro Comercial Plaza Esfera. Col. el Jacal. Cp. 76187,Querétaro,Santiago de Querétaro,20.574076,-100.408704
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,68,08/05/2026,Superissste,Supermercado / Tienda de Autoservicio,Superissste Sucursal 011,Calle Peluqueros No. 310 Esquina Calle Tizayuca. Col. Michoacána. Cp. 15240,Ciudad de México,Venustiano Carranza,19.446139,-99.113372
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,68,08/05/2026,Superissste,Supermercado / Tienda de Autoservicio,Superissste Sucursal 022,Av. del Taller y Retorno No. 38 Dentro del Retorno 38. Col. Jardín Balbuena. Cp. 15900,Ciudad de México,Venustiano Carranza,19.412842,-99.105666
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,68,12/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Unidad Plaza de Toros,Autopista Querétaro Celaya 5501. Int. del Centro Comercial Plaza Esfera. Col. el Jacal. Cp. 76187,Querétaro,Santiago de Querétaro,20.574076,-100.408704
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,68,13/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Aeropuerto,Calz. Ignacio Zaragoza 58. Esq. Blvd. Puerto Aereo. Col. Federal. Cp. 15700,Ciudad de México,Venustiano Carranza,19.41926,-99.094521
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,68,13/05/2026,Wal-mart,Supermercado / Tienda de Autoservicio,Walmart Sucursal Balbuena,Fray Servando Teresa de Mier 881. Entre Fernando Iglesia Calderon y Genaro Garcia. Col. Jardín Balbuena. Cp. 15900,Ciudad de México,Venustiano Carranza,19.418067,-99.105639
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,68,15/05/2026,Superissste,Supermercado / Tienda de Autoservicio,Superissste Sucursal 011,Calle Peluqueros No. 310 Esquina Calle Tizayuca. Col. Michoacána. Cp. 15240,Ciudad de México,Venustiano Carranza,19.446139,-99.113372
Aceite,Botella 825 Ml. Cártamo,Oleico,Aceites y Grasas Veg. Comestibles,Basicos,68,15/05/2026,Superissste,Supermercado / Tienda de Autoservicio,Superissste Sucursal 022,Av. del Taller y Retorno No. 38 Dentro del Retorno 38. Col. Jardín Balbuena. Cp. 15900,Ciudad de México,Venustiano Carranza,19.412842,-99.105666
Aceite,Botella 840 Ml. Canola,Capullo,Aceites y Grasas Veg. Comestibles,Basicos,49,12/05/2026,Oxxo,Tienda de Conveniencia,Oxxo Sucursal Corregidora 50 Cr,Circuito Moises Solana No. 128. Esq. Gertrudis Bocanegra. Col. Burocratas. Cp. 76070,Querétaro,Santiago de Querétaro,20.57462,-100.384232
Aceite,Botella 840 Ml. Canola,Capullo,Aceites y Grasas Veg. Comestibles,Basicos,50,06/05/2026,Chedraui,Supermercado / Tienda de Autoservicio,Chedraui Sucursal Centro Sur,Blvd. Bernardo Quintana 502. Carr. con Direccion a Centro Civico. Col. Centro Sur. Cp. 76087,Querétaro,Santiago de Querétaro,20.569354,-100.358831
Aceite,Botella 840 Ml. Canola,Capullo,Aceites y Grasas Veg. Comestibles,Basicos,50,07/05/2026,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal Queretaro Estadio,Luis M. Vega y Monroy 1300. Esq.cimataRío . Col. CimataRío. Cp. 76090,Querétaro,Santiago de Querétaro,20.577804,-100.373626
Aceite,Botella 840 Ml. Canola,Capullo,Aceites y Grasas Veg. Comestibles,Basicos,50,13/05/2026,Chedraui,Supermercado / Tienda de Autoservicio,Chedraui Sucursal Centro Sur,Blvd. Bernardo Quintana 502. Carr. con Direccion a Centro Civico. Col. Centro Sur. Cp. 76087,Querétaro,Santiago de Querétaro,20.569354,-100.358831
Aceite,Botella 840 Ml. Canola,Capullo,Aceites y Grasas Veg. Comestibles,Basicos,50,14/05/2026,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal Queretaro Estadio,Luis M. Vega y Monroy 1300. Esq.cimataRío . Col. CimataRío. Cp. 76090,Querétaro,Santiago de Querétaro,20.577804,-100.373626
Aceite,Botella 840 Ml. Canola,Capullo,Aceites y Grasas Veg. Comestibles,Basicos,56,13/05/2026,Chedraui,Supermercado / Tienda de Autoservicio,Chedraui Sucursal Anfora,Anfora 71. Esq. Eje 1 Norte. Col. Madero. Cp. 15320,Ciudad de México,Venustiano Carranza,19.437353,-99.110088
Aceite,Botella 850 Ml. Soya,Nutrioli,Aceites y Grasas Veg. Comestibles,Basicos,36,13/05/2026,Chedraui,Supermercado / Tienda de Autoservicio,Chedraui Sucursal Anfora,Anfora 71. Esq. Eje 1 Norte. Col. Madero. Cp. 15320,Ciudad de México,Venustiano Carranza,19.437353,-99.110088
Aceite,Botella 850 Ml. Soya,Nutrioli,Aceites y Grasas Veg. Comestibles,Basicos,39.9,13/05/2026,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Cimatario,Ctra. a Huimilpan 1001. Int. del Centro Comercial Plaza del Sol. Col. Plazas del Sol. Iii Sección. Cp. 76099,Querétaro,Santiago de Querétaro,20.563227,-100.375284
Aceite,Botella 850 Ml. Soya,Nutrioli,Aceites y Grasas Veg. Comestibles,Basicos,41.5,06/05/2026,Chedraui,Supermercado / Tienda de Autoservicio,Chedraui Sucursal Centro Sur,Blvd. Bernardo Quintana 502. Carr. con Direccion a Centro Civico. Col. Centro Sur. Cp. 76087,Querétaro,Santiago de Querétaro,20.569354,-100.358831
